"28,15,90.90,-1.571,0.212","0,0,0.00,0.000,0.000","4,0,499.89,0.000,0.098","7,0,200.03,0.000,0.114","11,2,745.35,-1.107,0.125","14,4,999.83,0.000,0.137","17,6,1414.21,-0.785,0.147","21,8,999.83,0.000,0.158","23,11,282.86,-0.785,0.178","26,12,166.65,0.000,0.190","28,15,90.90,-1.571,0.212"
"-45,-44,50.00,3.142,0.585","0,0,0.00,0.000,0.000","-4,-7,1117.85,2.034,0.096","-9,-13,706.57,2.356,0.112","-14,-19,1002.34,1.571,0.126","-21,-20,166.67,3.142,0.148","-27,-24,235.72,2.356,0.197","-33,-29,142.85,3.142,0.443","-36,-36,199.98,3.142,0.471","-40,-40,125.01,3.142,0.515","-45,-44,50.00,3.142,0.585"
"39,122,66.67,-1.571,0.403","0,0,0.00,0.000,0.000","3,11,995.56,-1.571,0.109","7,24,1414.21,-0.785,0.126","10,41,1000.19,-1.571,0.144","14,57,1000.00,-1.571,0.163","18,72,333.36,-1.571,0.193","24,85,333.30,-1.571,0.219","32,97,100.00,-1.571,0.263","37,108,997.46,-1.571,0.323","39,122,66.67,-1.571,0.403"
"81,111,353.33,-0.785,0.312","0,0,0.00,0.000,0.000","12,5,999.83,0.000,0.083","28,17,2000.00,0.000,0.098","43,28,1119.18,-0.464,0.112","55,45,999.36,-1.571,0.128","61,60,500.27,-1.571,0.148","67,73,706.99,-0.785,0.175","70,87,166.64,-1.571,0.224","73,98,333.36,-1.571,0.263","81,111,353.33,-0.785,0.312"
"61,27,353.90,-0.785,0.223","0,0,0.00,0.000,0.000","8,2,999.12,0.000,0.081","16,4,1990.18,0.000,0.091","24,8,1414.21,-0.785,0.100","32,12,1414.21,-0.785,0.107","39,14,1412.63,-0.785,0.114","46,18,470.62,-0.785,0.127","52,22,100.00,0.000,0.156","56,25,332.93,-1.571,0.195","61,27,353.90,-0.785,0.223"
"140,-186,48.77,-0.785,0.503","0,0,0.00,0.000,0.000","17,-21,999.36,1.571,0.115","33,-47,1115.72,1.107,0.137","51,-77,999.60,1.571,0.161","68,-102,2233.57,1.107,0.191","86,-115,1411.29,0.785,0.228","109,-130,2000.00,0.000,0.254","127,-148,1999.67,1.571,0.291","134,-171,1411.29,0.785,0.342","140,-186,48.77,-0.785,0.503"
"54,70,83.31,-1.571,0.358","0,0,0.00,0.000,0.000","4,7,500.87,0.000,0.161","9,12,999.60,0.000,0.180","16,18,333.36,0.000,0.203","24,26,994.85,-1.571,0.223","33,37,2236.07,-1.107,0.234","39,47,1000.00,-1.571,0.247","46,56,333.33,-1.571,0.265","50,63,998.64,-1.571,0.311","54,70,83.31,-1.571,0.358"
"24,123,142.85,-1.571,0.319","0,0,0.00,0.000,0.000","3,15,333.33,-1.571,0.100","8,34,1500.11,-1.571,0.117","12,47,995.56,0.000,0.129","13,62,558.96,-1.107,0.147","14,76,998.88,-1.571,0.163","16,89,333.07,-1.571,0.190","19,102,90.91,-1.571,0.233","23,110,999.36,0.000,0.270","24,123,142.85,-1.571,0.319"
"31,75,250.09,-1.571,0.610","0,0,0.00,0.000,0.000","7,14,558.46,-1.107,0.141","14,33,745.41,-1.107,0.167","20,50,199.93,-1.571,0.214","18,45,1414.21,2.356,0.405","12,26,1117.85,2.034,0.429","9,16,2226.14,-1.107,0.526","17,33,2000.00,-1.571,0.551","24,52,1000.00,-1.571,0.571","31,75,250.09,-1.571,0.610"
"79,-68,332.83,0.000,0.301","0,0,0.00,0.000,0.000","6,-12,1000.00,1.571,0.112","11,-24,1413.64,0.785,0.123","17,-37,744.64,1.107,0.136","26,-53,3000.00,1.571,0.149","35,-63,1497.07,0.000,0.164","45,-69,1000.00,1.571,0.183","55,-72,1000.00,0.000,0.206","67,-69,400.20,0.000,0.240","79,-68,332.83,0.000,0.301"
"-161,-176,66.67,3.142,0.666","0,0,0.00,0.000,0.000","-12,-21,1998.24,1.571,0.100","-35,-47,2234.63,2.034,0.120","-59,-73,2234.63,2.678,0.140","-77,-99,2236.07,2.678,0.161","-93,-124,1000.00,3.142,0.187","-109,-149,707.16,2.356,0.213","-120,-167,166.58,1.571,0.302","-140,-175,500.36,3.142,0.420","-161,-176,66.67,3.142,0.666"
"43,97,38.46,3.142,0.432","0,0,0.00,0.000,0.000","6,8,500.27,-1.571,0.096","14,18,1000.00,-1.571,0.109","23,29,2235.70,-1.107,0.122","31,43,998.29,-1.571,0.140","37,57,2000.00,-1.571,0.160","41,68,249.97,-1.571,0.185","45,78,999.83,-1.571,0.206","49,91,166.65,-1.571,0.237","43,97,38.46,3.142,0.432"
"-73,-142,471.40,2.356,0.402","0,0,0.00,0.000,0.000","-7,-12,1414.21,2.356,0.119","-18,-31,1117.98,2.678,0.138","-29,-50,999.83,1.571,0.153","-38,-64,1000.00,1.571,0.172","-47,-76,558.59,2.034,0.218","-58,-92,1413.31,2.356,0.272","-64,-105,353.26,2.356,0.302","-69,-125,3162.28,1.893,0.363","-73,-142,471.40,2.356,0.402"
"76,-111,153.90,0.000,0.440","0,0,0.00,0.000,0.000","0,-17,498.67,1.571,0.116","7,-35,2234.63,0.464,0.134","15,-50,1000.00,1.571,0.151","21,-65,998.64,1.571,0.168","31,-77,332.78,1.571,0.194","38,-92,319.25,1.107,0.223","48,-104,71.43,0.000,0.280","60,-110,111.12,0.000,0.360","76,-111,153.90,0.000,0.440"
"-48,160,90.93,3.142,0.622","0,0,0.00,0.000,0.000","-2,18,498.91,-1.571,0.168","-5,37,1999.67,-1.571,0.188","-14,56,996.75,-1.571,0.212","-23,75,1025.50,-1.571,0.254","-26,92,1000.00,-1.571,0.298","-29,113,1998.24,-1.571,0.332","-35,133,249.69,-1.571,0.373","-41,148,706.74,-2.356,0.485","-48,160,90.93,3.142,0.622"
"-178,-150,55.55,3.142,0.345","0,0,0.00,0.000,0.000","-15,-17,2236.07,2.678,0.090","-35,-34,1414.21,2.356,0.107","-60,-55,2827.28,2.356,0.124","-85,-80,1414.21,2.356,0.140","-107,-105,1414.21,2.356,0.158","-128,-122,707.92,2.356,0.178","-149,-131,166.80,3.142,0.218","-167,-141,333.78,1.571,0.276","-178,-150,55.55,3.142,0.345"
"181,167,16.95,3.142,0.532","0,0,0.00,0.000,0.000","13,24,434.37,-1.571,0.102","40,59,1578.24,-1.249,0.122","65,99,4238.91,-0.785,0.142","87,130,2233.04,-1.107,0.163","106,153,1000.00,-1.571,0.183","128,173,1999.19,0.000,0.210","150,188,1414.21,-0.785,0.246","170,182,667.40,1.571,0.375","181,167,16.95,3.142,0.532"
"-177,52,111.07,-1.571,0.395","0,0,0.00,0.000,0.000","-22,0,997.93,3.142,0.098","-47,3,2236.07,-2.678,0.113","-73,5,1991.12,3.142,0.128","-96,8,1000.00,3.142,0.146","-121,13,2236.07,-2.678,0.166","-142,20,499.62,3.142,0.190","-154,31,1000.55,-1.571,0.217","-166,39,250.12,3.142,0.268","-177,52,111.07,-1.571,0.395"
"136,-45,1000.00,-1.571,0.426","0,0,0.00,0.000,0.000","10,-7,2000.00,1.571,0.075","22,-13,1414.21,0.785,0.087","42,-23,2828.43,0.785,0.100","62,-33,3605.55,0.588,0.111","79,-41,1999.67,0.000,0.122","99,-49,1118.25,0.464,0.135","113,-53,470.50,0.785,0.149","123,-51,1413.98,-0.785,0.364","136,-45,1000.00,-1.571,0.426"
"70,-24,69.88,-1.107,0.230","0,0,0.00,0.000,0.000","6,2,499.26,0.000,0.078","15,0,2000.00,0.000,0.087","24,-5,1414.21,0.785,0.096","32,-9,1414.21,0.785,0.103","40,-15,705.48,0.785,0.110","49,-20,471.48,0.785,0.120","57,-23,666.98,0.000,0.130","62,-25,1414.21,0.785,0.147","70,-24,69.88,-1.107,0.230"
"-111,41,90.92,-1.571,0.416","0,0,0.00,0.000,0.000","-13,0,999.83,3.142,0.092","-33,1,2236.07,-2.678,0.103","-54,1,2000.00,3.142,0.113","-75,3,2000.00,3.142,0.123","-97,7,2227.73,-2.678,0.135","-111,11,282.62,-2.356,0.151","-118,18,142.90,-1.571,0.213","-112,27,166.67,-1.571,0.265","-111,41,90.92,-1.571,0.416"
"-121,-166,157.07,2.356,0.423","0,0,0.00,0.000,0.000","-9,-13,1414.21,2.356,0.086","-28,-35,1406.94,2.356,0.108","-54,-63,2815.21,2.356,0.124","-80,-86,2236.07,2.034,0.140","-100,-106,1000.00,1.571,0.156","-109,-119,999.12,1.571,0.178","-116,-131,62.51,1.571,0.311","-118,-149,667.30,1.571,0.373","-121,-166,157.07,2.356,0.423"
"-115,-174,333.07,3.142,0.343","0,0,0.00,0.000,0.000","-9,-18,2000.00,1.571,0.093","-27,-43,1802.91,2.554,0.113","-43,-67,1000.00,1.571,0.128","-59,-86,2233.04,2.678,0.146","-74,-105,1115.99,2.034,0.175","-86,-124,559.39,2.034,0.212","-94,-141,999.12,1.571,0.273","-103,-158,499.98,1.571,0.303","-115,-174,333.07,3.142,0.343"
"-35,-144,142.77,1.571,0.383","0,0,0.00,0.000,0.000","-1,-14,1413.31,2.356,0.099","-8,-32,2828.43,2.356,0.112","-16,-57,2000.00,1.571,0.128","-21,-73,2236.07,2.034,0.140","-27,-87,1000.00,1.571,0.159","-31,-102,333.44,1.571,0.206","-34,-116,353.26,2.356,0.250","-35,-129,333.60,1.571,0.298","-35,-144,142.77,1.571,0.383"
"-104,-90,90.90,3.142,0.216","0,0,0.00,0.000,0.000","-6,-11,1413.31,2.356,0.076","-16,-24,2231.97,2.034,0.090","-30,-37,2827.28,2.356,0.102","-41,-47,2221.40,2.034,0.111","-57,-56,2236.07,2.678,0.122","-72,-66,829.95,2.356,0.135","-84,-73,1414.21,2.356,0.147","-95,-84,1414.21,2.356,0.175","-104,-90,90.90,3.142,0.216"
"99,-177,40.81,0.000,0.475","0,0,0.00,0.000,0.000","4,-15,997.69,0.000,0.078","15,-42,1000.00,1.571,0.100","28,-65,1406.60,0.785,0.115","42,-95,2828.43,0.785,0.129","56,-125,1000.00,1.571,0.145","65,-144,250.06,1.571,0.174","70,-159,1412.97,0.785,0.262","83,-168,353.47,0.785,0.356","99,-177,40.81,0.000,0.475"
"163,-166,199.97,1.571,0.440","0,0,0.00,0.000,0.000","18,-22,1409.61,0.785,0.074","44,-49,1413.98,0.785,0.092","74,-76,1999.19,0.000,0.110","101,-97,499.92,0.000,0.130","117,-109,333.04,1.571,0.163","135,-121,249.74,1.571,0.204","147,-132,176.85,0.785,0.257","153,-152,998.41,1.571,0.323","163,-166,199.97,1.571,0.440"
"91,-141,995.33,1.571,0.309","0,0,0.00,0.000,0.000","6,-16,1000.00,1.571,0.084","15,-33,1408.27,0.785,0.098","28,-56,2226.67,1.107,0.113","39,-76,2825.26,0.785,0.126","51,-95,1414.21,0.785,0.143","63,-108,333.78,0.000,0.169","75,-117,2236.07,1.107,0.215","83,-129,705.56,0.785,0.268","91,-141,995.33,1.571,0.309"
"102,172,62.49,-1.571,0.449","0,0,0.00,0.000,0.000","9,13,999.36,-1.571,0.097","31,35,1121.32,-1.107,0.122","55,62,2233.57,-0.464,0.144","71,84,1000.00,-1.571,0.163","82,101,1000.00,0.000,0.192","90,117,250.26,-1.571,0.235","96,136,250.26,-1.571,0.306","99,155,249.96,-1.571,0.355","102,172,62.49,-1.571,0.449"
"-13,-149,70.71,-0.785,0.509","0,0,0.00,0.000,0.000","-3,-14,1000.00,3.142,0.074","-8,-32,1115.19,2.034,0.090","-17,-57,3000.00,1.571,0.103","-25,-86,2000.00,1.571,0.117","-32,-113,1000.00,1.571,0.131","-34,-129,498.43,1.571,0.153","-34,-144,31.25,1.571,0.235","-24,-156,1000.00,1.571,0.313","-13,-149,70.71,-0.785,0.509"
"-24,207,28.57,-1.571,0.542","0,0,0.00,0.000,0.000","0,25,1002.58,-1.571,0.108","-3,54,1989.24,-1.571,0.126","-3,86,1333.43,-1.571,0.146","-3,112,333.25,-1.571,0.176","-5,133,249.94,-1.571,0.216","-9,154,665.71,-1.571,0.276","-11,174,471.36,-2.356,0.321","-17,192,323.14,-2.034,0.407","-24,207,28.57,-1.571,0.542"
"-51,163,20.00,-1.571,0.390","0,0,0.00,0.000,0.000","-10,14,332.91,3.142,0.090","-19,34,999.36,-1.571,0.104","-29,59,2236.07,-2.034,0.118","-35,86,1000.00,-1.571,0.134","-37,101,999.60,-1.571,0.148","-42,117,250.03,-1.571,0.187","-44,133,333.36,-1.571,0.237","-47,150,1000.55,-1.571,0.271","-51,163,20.00,-1.571,0.390"
"-45,-168,90.91,1.571,0.338","0,0,0.00,0.000,0.000","-1,-15,500.04,1.571,0.104","-5,-37,2000.00,1.571,0.125","-13,-61,1414.21,2.356,0.142","-20,-82,998.64,1.571,0.157","-25,-98,1000.00,1.571,0.175","-29,-118,333.28,3.142,0.201","-34,-134,1408.94,2.356,0.223","-42,-151,2000.00,1.571,0.268","-45,-168,90.91,1.571,0.338"
"-101,-172,249.90,1.571,0.558","0,0,0.00,0.000,0.000","-18,-19,1413.64,2.356,0.127","-32,-45,1000.00,1.571,0.153","-45,-70,499.86,1.571,0.188","-56,-88,353.81,2.356,0.223","-67,-107,2236.07,2.034,0.253","-75,-123,200.12,1.571,0.292","-81,-144,199.97,1.571,0.400","-90,-156,1000.00,3.142,0.451","-101,-172,249.90,1.571,0.558"
"151,-135,90.91,0.000,0.497","0,0,0.00,0.000,0.000","16,-8,999.60,0.000,0.090","31,-19,2000.00,1.571,0.218","42,-42,1000.00,1.571,0.246","57,-61,1413.31,0.785,0.263","84,-82,2235.70,0.464,0.283","109,-98,706.82,0.785,0.304","124,-111,666.71,1.571,0.339","133,-129,471.48,0.785,0.399","151,-135,90.91,0.000,0.497"
"183,45,708.42,-0.785,0.473","0,0,0.00,0.000,0.000","20,1,499.56,0.000,0.136","40,3,1000.00,0.000,0.154","63,9,3000.00,0.000,0.171","95,18,1580.88,-0.322,0.189","120,24,1000.07,0.000,0.207","134,29,111.16,0.000,0.255","149,32,250.14,0.000,0.308","168,38,500.10,0.000,0.392","183,45,708.42,-0.785,0.473"
"-137,-194,58.82,-1.571,0.583","0,0,0.00,0.000,0.000","-23,-21,1413.98,2.356,0.125","-39,-54,1413.98,2.356,0.145","-63,-98,3605.55,2.159,0.166","-87,-139,2236.07,2.034,0.192","-100,-171,1411.62,2.356,0.224","-108,-195,400.07,1.571,0.283","-118,-215,1000.00,1.571,0.328","-132,-218,1000.00,-1.571,0.446","-137,-194,58.82,-1.571,0.583"
"32,-32,117.87,0.785,0.225","0,0,0.00,0.000,0.000","5,0,707.41,0.785,0.084","10,-2,499.50,0.000,0.089","18,-4,500.04,0.000,0.103","20,-8,1413.98,0.785,0.110","22,-12,500.22,1.571,0.121","24,-16,333.46,0.000,0.131","27,-22,200.01,1.571,0.156","29,-26,235.71,0.785,0.184","32,-32,117.87,0.785,0.225"
"-102,-141,176.77,2.356,0.387","0,0,0.00,0.000,0.000","-9,-18,1117.58,2.034,0.095","-22,-35,1000.00,1.571,0.111","-40,-58,1413.98,2.356,0.129","-51,-75,1000.00,1.571,0.143","-61,-92,2236.07,2.034,0.164","-70,-107,1413.98,2.356,0.190","-81,-119,666.71,1.571,0.225","-89,-129,200.00,1.571,0.307","-102,-141,176.77,2.356,0.387"
"-187,25,20.83,3.142,0.557","0,0,0.00,0.000,0.000","-25,-3,999.83,3.142,0.110","-59,-6,2235.16,2.678,0.128","-93,-8,1997.76,3.142,0.145","-129,-9,3000.00,3.142,0.164","-168,-9,3000.00,3.142,0.182","-199,-9,999.83,3.142,0.202","-212,-1,100.00,-1.571,0.377","-198,14,2000.00,0.000,0.460","-187,25,20.83,3.142,0.557"
"119,59,707.16,-0.785,0.453","0,0,0.00,0.000,0.000","14,4,2000.00,0.000,0.088","26,9,1998.24,0.000,0.103","40,16,942.88,-0.785,0.117","62,25,1413.98,-0.785,0.137","75,31,471.51,-0.785,0.158","88,37,1000.00,-1.571,0.182","101,44,1000.07,0.000,0.206","113,50,212.74,-0.464,0.256","119,59,707.16,-0.785,0.453"
"-157,-137,250.02,1.571,0.969","0,0,0.00,0.000,0.000","-17,-14,2000.00,3.142,0.110","-45,-31,995.33,3.142,0.132","-68,-46,707.24,2.356,0.152","-92,-63,997.93,3.142,0.178","-115,-77,285.58,3.142,0.240","-128,-90,333.25,3.142,0.298","-138,-105,249.74,1.571,0.404","-153,-120,71.40,3.142,0.495","-157,-137,250.02,1.571,0.969"
"-123,120,105.25,-1.571,0.464","0,0,0.00,0.000,0.000","-18,6,1990.18,3.142,0.092","-39,18,1414.21,-2.356,0.109","-63,31,1999.67,3.142,0.128","-78,46,1000.00,3.142,0.147","-97,61,1000.00,3.142,0.181","-112,68,666.45,3.142,0.218","-121,84,180.37,-1.571,0.280","-123,102,999.83,-1.571,0.332","-123,120,105.25,-1.571,0.464"
"-69,69,21.74,3.142,0.377","0,0,0.00,0.000,0.000","-10,7,353.62,-2.356,0.081","-19,15,745.35,-2.678,0.099","-28,25,999.83,3.142,0.112","-39,31,1999.67,3.142,0.125","-48,39,500.10,-1.571,0.141","-54,45,1414.21,-2.356,0.158","-57,55,709.02,-2.356,0.195","-60,64,105.24,-1.571,0.266","-69,69,21.74,3.142,0.377"
"179,131,500.75,-1.571,0.660","0,0,0.00,0.000,0.000","18,19,1413.98,-0.785,0.107","39,44,1116.25,-1.107,0.136","52,66,333.23,-1.571,0.165","63,84,558.96,-0.464,0.223","90,97,667.35,0.000,0.256","112,103,333.17,0.000,0.382","132,110,157.15,-0.785,0.532","155,120,279.46,-0.464,0.612","179,131,500.75,-1.571,0.660"
"-132,23,22.14,-2.678,0.594","0,0,0.00,0.000,0.000","-22,4,1000.00,3.142,0.172","-61,3,2000.00,3.142,0.194","-108,1,2000.00,3.142,0.213","-151,0,2000.00,3.142,0.233","-191,0,998.41,3.142,0.252","-207,9,1414.21,-0.785,0.303","-186,14,666.71,0.000,0.387","-156,19,999.71,0.000,0.423","-132,23,22.14,-2.678,0.594"
"-133,140,101.02,-2.356,0.543","0,0,0.00,0.000,0.000","-8,18,1000.00,3.142,0.105","-19,40,1000.07,-1.571,0.127","-37,65,471.33,-2.356,0.146","-55,85,706.91,-2.356,0.167","-71,98,166.67,3.142,0.194","-86,110,372.65,-2.678,0.311","-105,116,157.19,-2.356,0.376","-121,125,1414.21,-2.356,0.453","-133,140,101.02,-2.356,0.543"
"-167,99,249.91,-1.571,0.496","0,0,0.00,0.000,0.000","-21,0,2000.00,3.142,0.110","-53,11,2996.64,3.142,0.130","-85,23,2234.10,-2.678,0.148","-111,31,666.87,3.142,0.170","-131,43,995.80,-1.571,0.204","-137,59,249.91,3.142,0.268","-146,74,996.04,3.142,0.317","-156,86,200.00,-1.571,0.381","-167,99,249.91,-1.571,0.496"
"86,-158,202.01,-2.356,0.512","0,0,0.00,0.000,0.000","18,-15,1997.29,1.571,0.124","37,-37,998.88,1.571,0.143","66,-72,2828.43,0.785,0.160","94,-106,3604.09,0.983,0.176","115,-135,3162.28,1.249,0.192","133,-152,353.64,0.785,0.215","123,-160,500.51,3.142,0.343","105,-164,249.99,3.142,0.401","86,-158,202.01,-2.356,0.512"
"-18,-88,86.94,-1.571,0.538","0,0,0.00,0.000,0.000","-2,-10,470.91,2.356,0.093","-4,-21,1115.85,2.034,0.107","-7,-33,1000.00,1.571,0.125","-12,-46,1116.12,2.034,0.139","-13,-55,1000.00,1.571,0.152","-14,-66,285.51,1.571,0.180","-18,-73,83.33,1.571,0.317","-15,-82,200.03,1.571,0.366","-18,-88,86.94,-1.571,0.538"
"-134,-148,199.86,3.142,0.511","0,0,0.00,0.000,0.000","-15,-19,1407.27,2.356,0.113","-30,-47,2234.10,2.034,0.132","-46,-72,995.33,1.571,0.147","-62,-99,2223.51,2.034,0.165","-72,-118,1414.21,2.356,0.184","-80,-136,283.03,2.356,0.219","-96,-144,223.60,2.678,0.380","-115,-147,501.11,3.142,0.430","-134,-148,199.86,3.142,0.511"
"178,-31,249.90,3.142,0.454","0,0,0.00,0.000,0.000","16,-4,332.93,0.000,0.132","40,-10,2828.43,0.785,0.148","75,-15,3162.28,0.322,0.162","118,-18,4122.42,0.245,0.175","167,-29,2000.00,0.000,0.189","198,-29,1999.67,0.000,0.204","213,-30,34.48,3.142,0.325","195,-30,199.97,3.142,0.415","178,-31,249.90,3.142,0.454"
"-19,-147,166.66,1.571,0.459","0,0,0.00,0.000,0.000","-2,-13,2235.70,2.034,0.106","-12,-30,1414.21,2.356,0.125","-22,-49,1414.21,2.356,0.141","-33,-70,1414.21,2.356,0.155","-41,-89,1414.21,2.356,0.173","-41,-107,499.98,1.571,0.226","-36,-121,499.92,1.571,0.279","-30,-137,2236.07,1.107,0.318","-19,-147,166.66,1.571,0.459"
"87,-143,27.03,3.142,0.421","0,0,0.00,0.000,0.000","6,-14,745.29,0.464,0.083","20,-23,999.83,0.000,0.106","33,-41,2235.70,1.107,0.123","51,-63,2827.96,0.785,0.135","70,-86,2828.43,0.785,0.149","82,-101,499.74,1.571,0.167","85,-117,499.20,1.571,0.241","88,-131,282.81,0.785,0.292","87,-143,27.03,3.142,0.421"
"-82,-100,1414.21,2.356,0.293","0,0,0.00,0.000,0.000","-3,-10,1414.21,2.356,0.082","-12,-20,3604.95,2.554,0.094","-24,-30,1116.12,2.678,0.105","-35,-41,2235.70,2.678,0.113","-48,-55,1414.21,2.356,0.123","-59,-70,2000.00,1.571,0.132","-70,-83,2000.00,1.571,0.141","-77,-93,499.20,1.571,0.153","-82,-100,1414.21,2.356,0.293"
"183,215,282.84,-0.785,0.544","0,0,0.00,0.000,0.000","22,22,1414.21,-0.785,0.135","41,49,1414.21,-0.785,0.157","88,83,1414.21,-0.785,0.178","114,106,1000.00,0.000,0.206","129,130,176.71,-0.785,0.268","147,149,2828.43,-0.785,0.307","164,168,1000.00,-1.571,0.395","171,189,166.68,0.000,0.502","183,215,282.84,-0.785,0.544"
"147,-161,124.25,-1.107,0.661","0,0,0.00,0.000,0.000","13,-14,500.10,1.571,0.175","29,-36,1414.21,0.785,0.210","49,-51,1413.98,0.785,0.232","69,-71,999.60,0.000,0.267","83,-91,1000.00,1.571,0.328","102,-112,1115.99,0.464,0.358","117,-134,1414.21,0.785,0.398","128,-152,471.85,0.785,0.477","147,-161,124.25,-1.107,0.661"
"102,132,101.35,-0.785,0.417","0,0,0.00,0.000,0.000","10,12,501.53,0.000,0.098","20,28,999.83,-1.571,0.122","30,48,1414.21,-0.785,0.143","42,70,282.84,-0.785,0.170","51,86,999.36,-1.571,0.189","64,104,705.98,-0.785,0.213","75,117,1986.88,0.000,0.239","86,127,282.88,-0.785,0.271","102,132,101.35,-0.785,0.417"
"206,-27,171.97,2.678,0.374","0,0,0.00,0.000,0.000","14,-1,997.69,0.000,0.107","33,-1,2000.00,0.000,0.122","57,-4,1990.18,0.000,0.134","88,-5,3000.00,0.000,0.146","123,-10,3162.28,0.322,0.158","158,-13,2236.07,0.464,0.170","183,-16,2999.50,0.000,0.182","206,-20,500.27,0.000,0.201","206,-27,171.97,2.678,0.374"
"154,-109,90.91,1.571,0.476","0,0,0.00,0.000,0.000","16,-7,1414.21,0.785,0.083","39,-18,1990.65,0.000,0.099","70,-37,1406.60,0.785,0.116","106,-56,3605.55,0.588,0.134","128,-69,2000.00,0.000,0.153","146,-82,705.39,0.785,0.180","164,-89,499.50,0.000,0.222","170,-101,17.24,1.571,0.377","154,-109,90.91,1.571,0.476"
"203,63,200.00,3.142,0.509","0,0,0.00,0.000,0.000","23,2,998.64,0.000,0.081","53,11,2999.50,0.000,0.099","94,24,3157.99,-0.322,0.116","143,39,3161.75,-0.322,0.132","195,50,3996.48,0.000,0.149","229,58,2000.00,0.000,0.167","237,66,83.36,3.142,0.269","221,69,500.33,3.142,0.399","203,63,200.00,3.142,0.509"
"-175,82,62.48,3.142,0.945","0,0,0.00,0.000,0.000","-21,5,999.83,3.142,0.139","-51,15,1000.00,-1.571,0.167","-77,24,2236.07,-2.678,0.195","-93,32,250.12,3.142,0.243","-110,39,333.41,3.142,0.353","-130,45,249.68,3.142,0.445","-144,61,500.04,-1.571,0.594","-158,72,470.65,-2.356,0.841","-175,82,62.48,3.142,0.945"
"162,22,22.73,3.142,0.518","0,0,0.00,0.000,0.000","16,0,1995.39,0.000,0.089","49,0,4000.00,0.000,0.102","105,3,2000.14,0.000,0.116","160,5,3000.00,0.000,0.128","193,7,1000.07,0.000,0.141","205,14,57.14,-1.571,0.238","195,22,199.97,3.142,0.366","178,22,666.77,3.142,0.404","162,22,22.73,3.142,0.518"
